N° RPPS,Nom,Prénom,Spécialité,Date accréditation,OA,Nom équipe,Département,FINESS,Statut
10100987618,NOIROT-COSSON,Brieuc,Cardiologie (activité interventionnelle) ;,18/07/2024,Cardiorisq - ODP2C,Cardiorisq - ODP2C-12,62,620000257,Salarié
10002680972,NONENT,Michel,Radiologie et Imagerie médicale;,16/12/2021,ODPC-RIM,ODPC-RIM-04,29,290004324,Salarié
10003440426,NORAT,Federica,"Chirurgie plastique, reconstructrice et esthétique ;",12/09/2024,PLASTIRISQ,,06,060780442,Libéral
10005174932,NORGUET-MONNEREAU,Emmanuelle,Gastro-entérologie (activité interventionnelle) ;,15/06/2023,CEFA-HGE,CEFA-HGE-51,13,130783293,Salarié
10004394770,NORMAND,Guillaume,Chirurgie urologique ;,21/10/2021,AFU,AFU-26,65,650002579,Libéral
10100077881,NORMAND,Julien,Chirurgie orthopédique et traumatologie ;,18/02/2021,ORTHORISQ,,81,810101444,Libéral
10100265981,NOUAILLE DEGORCE,Hugues,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,31,310780150,Libéral
10100577096,NOUBISSI NANA,Serge,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,77,770110070,Libéral et salarié
10002816048,NOUETTE-GAULAIN,Karine,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,06/06/2024,CFAR,CFAR-125,33,330781360,Salarié
10101094299,NOUGAREDE,Bastien,Chirurgie orthopédique et traumatologie ;,21/07/2022,ORTHORISQ,,30,300788486,Libéral
10001590149,NOURISSAT,Geoffroy,Chirurgie orthopédique et traumatologie ;,17/11/2022,ORTHORISQ,,75,750300121,Libéral
10001590149,NOURISSAT,Geoffroy,Chirurgie orthopédique et traumatologie ;,17/11/2022,ORTHORISQ,,75,750301160,Libéral
10002621497,NOUSBAUM,Jean-baptiste,Gastro-entérologie (activité interventionnelle) ;,12/09/2024,CEFA-HGE,,29,290004324,Salarié
10003105136,NOUVEL,Michel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",20/07/2023,GYNERISQ,GYNERISQ-3,69,690782834,Libéral
10003105136,NOUVEL,Michel,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",20/07/2023,GYNERISQ,GYNERISQ-3,69,690782842,Libéral
10003439980,NOVELLAS,Sebastien,Radiologie et Imagerie médicale;,01/04/2020,ODPC-RIM,ODPC-RIM-09,06,060780491,Salarié
10100983849,NOWOBILSKI,Nicolas,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,CFAR-22,21,210011847,Libéral
10100983849,NOWOBILSKI,Nicolas,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,CFAR-22,21,210012670,Libéral
10003941647,NSENGIYUMVA,Jean-claude,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/01/2024,CFAR,CFAR-103,72,720000199,Libéral
10100340081,NSOULI,Mohamad-ali,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,18,180000028,Libéral et salarié
10100150704,NTIRANDEKURA,Dieudonne,Chirurgie viscérale et digestive ;,30/03/2023,FCVD,,47,470016023,Libéral
10005156756,NTOUBA,Alexandre,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,29/12/2021,CFAR,,80,800002982,Libéral
10003096954,NUTI,Christophe,Neurochirurgie ;,19/10/2023,Collège de Neurochirurgie,,42,420011413,Libéral
10004026372,NUTU,Ovidiu,Chirurgie thoracique et cardio-vasculaire ;,17/11/2022,SFCTCV,,78,780300406,Libéral et salarié
10004026372,NUTU,Ovidiu,Chirurgie thoracique et cardio-vasculaire ;,17/11/2022,SFCTCV,,78,930300645,Libéral et salarié
10100424315,NYAME,Tchidé ayité,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",18/01/2024,GYNERISQ,,42,420780553,Libéral
10100162535,OBBEE,Philippe,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,17/11/2022,CFAR,CFAR-10,71,710006859,Libéral
10004432992,OBERLIN,Olivier,Chirurgie viscérale et digestive ;,28/12/2022,FCVD,,75,750300154,Libéral
10001821007,OBRY,Christophe,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,62,620100024,Salarié
10101451309,OCA,Valentin,Chirurgie orthopédique et traumatologie ;,28/12/2022,ORTHORISQ,,59,590790655,Libéral et salarié
10003801643,OCCELLI,Bruno,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",20/07/2023,GYNERISQ,,82,820000057,Libéral
10100648137,OCHOA,Sabino,Chirurgie viscérale et digestive ;,18/01/2024,FCVD,,38,380000174,Libéral et salarié
10004415567,OCNERIU,Lazar daniel,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,41,410000202,Libéral
10004078449,OCTERNAUD,Stephan,Radiologie et Imagerie médicale;,15/12/2022,ODPC-RIM,ODPC-RIM-67,75,750300840,Libéral
10004078449,OCTERNAUD,Stephan,Radiologie et Imagerie médicale;,15/12/2022,ODPC-RIM,ODPC-RIM-67,75,920300191,Libéral
10003420238,ODDO,Frederic,Radiologie et Imagerie médicale;,06/06/2024,ODPC-RIM,ODPC-RIM-86,06,060780715,Libéral
10101721446,ODE,Quentin,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,42,420780504,Libéral
10001564391,ODENT,Thierry,Chirurgie orthopédique et traumatologie ;,18/02/2021,ORTHORISQ,,37,370000481,Libéral et salarié
10100454726,OFRIM,Otilia,Chirurgie viscérale et digestive ;,17/11/2022,FCVD,,09,090000183,Salarié
10100399723,OGER,Anne-sophie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/10/2023,GYNERISQ,,44,440029379,Libéral
10001722361,OGET,Vincent,Chirurgie orthopédique et traumatologie ;,26/11/2020,ORTHORISQ,,51,510000185,Libéral
10001494896,OGIEZ,Nicolas,Chirurgie urologique ;,12/09/2024,AFU,AFU-87,64,640780946,Libéral et salarié
10100963098,OGNARD,Julien,Radiologie et Imagerie médicale;,16/12/2021,ODPC-RIM,ODPC-RIM-04,29,290000017,Libéral et salarié
10101186616,OHAYON,Jordan,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",14/09/2023,GYNERISQ,GYNERISQ-26,92,920300787,Libéral
10102001707,OHLMANN,Charlotte,Radiologie et Imagerie médicale;,15/06/2023,ODPC-RIM,ODPC-RIM-69,92,920120011,Salarié
10002465093,OJARD-CHILLET,Jean,Chirurgie orthopédique et traumatologie ;,21/01/2021,ORTHORISQ,,06,060780517,Libéral
10003244588,OKS,Stéphane,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",18/02/2021,GYNERISQ,,34,340780683,Libéral
10002944212,OKSMAN,Antoine,Chirurgie orthopédique et traumatologie ;,16/12/2021,ORTHORISQ,,31,310780135,Libéral
10003126934,OLAGNE,Eric,Chirurgie viscérale et digestive ;,25/11/2021,FCVD,,69,690782834,Libéral
10100898708,OLESINSKI,Jonathan,Gastro-entérologie (activité interventionnelle) ;,21/12/2023,CEFA-HGE,,69,690000575,Libéral et salarié
10100898708,OLESINSKI,Jonathan,Gastro-entérologie (activité interventionnelle) ;,21/12/2023,CEFA-HGE,,69,690000625,Libéral et salarié
10002867439,OLIVER,Jean-michel,Gastro-entérologie (activité interventionnelle) ;,28/03/2024,CEFA-HGE,CEFA-HGE-4,31,310781505,Libéral
10101225646,OLIVIER-DEVECIOGLU,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000361,Libéral
10101225646,OLIVIER-DEVECIOGLU,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000478,Libéral
10101225646,OLIVIER-DEVECIOGLU,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000619,Libéral
10101225646,OLIVIER-DEVECIOGLU,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000924,Libéral
10100293215,OLLAND,Anne,Chirurgie thoracique et cardio-vasculaire ;,19/10/2023,SFCTCV,SFCTCV-07,67,670000025,Salarié
10101552767,OLLIVIER,Jean-edern,Chirurgie orthopédique et traumatologie ;,14/12/2023,ORTHORISQ,,76,760021329,Libéral
10101552767,OLLIVIER,Jean-edern,Chirurgie orthopédique et traumatologie ;,14/12/2023,ORTHORISQ,,76,760780825,Libéral
10002585270,OLLIVIER-JOULIE,Guillemette,Radiologie et Imagerie médicale;,12/09/2024,ODPC-RIM,ODPC-RIM-22,44,440029379,Libéral
10004400411,ONDEDIEU,Maxime,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,,34,340009885,Libéral
10004400411,ONDEDIEU,Maxime,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,,34,340780147,Libéral
10004389374,ONEA,Mara corina,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,28,280505777,Libéral
10101147501,ONISKOFF,Guillaume,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000361,Libéral
10101147501,ONISKOFF,Guillaume,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,30/03/2023,CFAR,CFAR-13,54,540000478,Libéral
10101357746,ONORATI,Ilaria,Chirurgie thoracique et cardio-vasculaire ;,23/11/2023,SFCTCV,SFCTCV-10,93,930100037,Salarié
10003537205,ORDEMANN,Susanne,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",17/11/2022,GYNERISQ,,66,660780669,Libéral
10101239860,ORFEUVRE,Benoit,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,74,740780424,Libéral
10003106605,ORMEZZANO,Olivier,Cardiologie (activité interventionnelle) ;,15/06/2023,Cardiorisq - ODP2C,Cardiorisq - ODP2C-06,38,380000067,Libéral et salarié
10004434311,ORNIS,Sara,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/07/2024,CFAR,,34,340000306,Libéral
10004434311,ORNIS,Sara,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/07/2024,CFAR,,34,340780683,Libéral
10000605161,OROUDJI,Mohammad,Chirurgie thoracique et cardio-vasculaire ;,16/02/2023,SFCTCV,,91,910300219,Libéral
10100283034,ORSINI,Bastien,Chirurgie thoracique et cardio-vasculaire ;,15/12/2022,SFCTCV,,13,130001647,Libéral et salarié
10100283034,ORSINI,Bastien,Chirurgie thoracique et cardio-vasculaire ;,15/12/2022,SFCTCV,,13,130782147,Libéral et salarié
10100283034,ORSINI,Bastien,Chirurgie thoracique et cardio-vasculaire ;,15/12/2022,SFCTCV,,13,130784051,Libéral et salarié
10100283034,ORSINI,Bastien,Chirurgie thoracique et cardio-vasculaire ;,15/12/2022,SFCTCV,,13,130784713,Libéral et salarié
10100283034,ORSINI,Bastien,Chirurgie thoracique et cardio-vasculaire ;,15/12/2022,SFCTCV,,13,130785678,Libéral et salarié
10100966638,ORTAIS,Gregoire,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/07/2022,CFAR,CFAR-60,29,290023431,Libéral
10002912334,ORTAL,Eric,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",28/12/2022,GYNERISQ,GYNERISQ-2,31,310780135,Libéral
10003908653,ORTEGA,Jean claude,Chirurgie urologique ;,01/07/2021,AFU,AFU-18,06,060780491,Libéral
10002321643,ORVAIN,Eric,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2021,GYNERISQ,GYNERISQ-19,81,810000521,Salarié
10101193018,ORVILLE,Marion,Chirurgie viscérale et digestive ;,22/09/2022,FCVD,,92,920029550,Libéral
10101193018,ORVILLE,Marion,Chirurgie viscérale et digestive ;,22/09/2022,FCVD,,92,950807982,Libéral
10000831445,OSOROVITZ,Patrice,Chirurgie orthopédique et traumatologie ;,16/07/2020,ORTHORISQ,,78,780300422,Libéral
10002938784,OSTYN,Emmanuel,Chirurgie vasculaire ;,28/03/2024,VASCURISQ,,87,870000411,Libéral et salarié
10101534195,OSWALD,Fabien,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,CFAR-27,68,680004546,Salarié
10100953255,OTAYEK,Salma,Chirurgie orthopédique et traumatologie ;,21/07/2022,ORTHORISQ,,77,770300143,Libéral
10001226892,OTMANE TELBA,Mustapha,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,16/07/2020,CFAR,,91,910000314,Salarié
10100087229,OTTOLENGHI,Laetitia,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/12/2022,CFAR,CFAR-81,33,330780271,Libéral
10004989165,OTTOMANI,Sebastien,Chirurgie viscérale et digestive ;,06/06/2024,FCVD,,83,830100103,Libéral
10003432993,OTTOMBRE,David,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,01/04/2021,CFAR,CFAR-132,83,830100434,Libéral
10001596955,OUAHBA,Jonathan,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",27/05/2021,GYNERISQ,,75,750301137,Libéral
10003442877,OUAISSI,Mehdi,Chirurgie viscérale et digestive ;,17/11/2022,FCVD,,37,370004467,Libéral et salarié
10003695201,OUAKIL,Erik,Chirurgie urologique ;,30/03/2023,AFU,,91,750300360,Libéral
10003695201,OUAKIL,Erik,Chirurgie urologique ;,30/03/2023,AFU,,91,910805357,Libéral
10100344737,OUASTI,Farid,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/12/2022,CFAR,CFAR-80,92,920001005,Libéral
10100344737,OUASTI,Farid,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/12/2022,CFAR,CFAR-80,92,920300837,Libéral
10101521036,OUAZANA,Salomé,Gastro-entérologie (activité interventionnelle) ;,12/09/2024,CEFA-HGE,CEFA-HGE-52,75,750100091,Salarié
10100326411,OUBIDAR,Nour-eddine,Chirurgie orthopédique et traumatologie ;,15/12/2022,ORTHORISQ,,93,930300082,Libéral
10100494185,OUCHAHID,El hassane,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,20/07/2023,CFAR,CFAR-84,59,590783239,Salarié
10002248374,OUDAR,Christophe,Chirurgie viscérale et digestive ;,21/07/2022,FCVD,,59,590782298,Libéral
10101217189,OUERCHEFANI,Naoufel,Neurochirurgie ;,12/09/2024,Collège de Neurochirurgie,,92,920000650,Libéral et salarié
10101217189,OUERCHEFANI,Naoufel,Neurochirurgie ;,12/09/2024,Collège de Neurochirurgie,,92,930300025,Libéral et salarié
10002549185,OUFROUKHI,Kamal,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,49,490000627,Libéral
10003747812,OUHIOUN,Olivier,Radiologie et Imagerie médicale;,15/12/2022,ODPC-RIM,ODPC-RIM-67,75,750300840,Libéral
10003118337,OUILLON-VILLET,Catherine,Chirurgie viscérale et digestive ;,28/04/2022,FCVD,,42,420000135,Libéral
10100347763,OUKACHBI,Nouredine,Chirurgie viscérale et digestive ;,25/11/2021,FCVD,,93,930300116,Libéral
10100347763,OUKACHBI,Nouredine,Chirurgie viscérale et digestive ;,25/11/2021,FCVD,,93,940300569,Libéral
10100827350,OULD-CHIKH,Mehdi,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,29/12/2021,CFAR,CFAR-56,34,340015502,Libéral
10100823078,OULEHRI,Walid,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/06/2023,CFAR,CFAR-86,67,670000025,Salarié
10003947404,OURCIVAL,Serge,Chirurgie orthopédique et traumatologie ;,21/10/2021,ORTHORISQ,,26,260000260,Libéral
10003854675,OURGAUD,Henri-jean,Chirurgie orthopédique et traumatologie ;,29/12/2021,ORTHORISQ,,40,400780284,Libéral
10003854675,OURGAUD,Henri-jean,Chirurgie orthopédique et traumatologie ;,29/12/2021,ORTHORISQ,,40,400780342,Libéral
10003094157,OUZIEL,Jean,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,,74,740785357,Libéral
10100273415,OUZIEL,Laurent,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",17/12/2020,GYNERISQ,,74,740780424,Libéral
10100291151,OUZZANE,Adil,Chirurgie urologique ;,25/11/2021,AFU,AFU-19,89,890002389,Libéral
10003193553,OVTCHINNIKOFF,Serge,Radiologie et Imagerie médicale;,19/10/2023,ODPC-RIM,ODPC-RIM-01,30,300782117,Salarié
10100950020,OWEN,Clementine,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/01/2023,GYNERISQ,,92,920300043,Libéral
10002820974,OZAKI,Mondo,Chirurgie urologique ;,28/03/2024,AFU,AFU-38,64,640018206,Libéral
10100275469,OZIL,Camille,"Chirurgie plastique, reconstructrice et esthétique ;",19/10/2023,PLASTIRISQ,,75,750300915,Libéral
10100275469,OZIL,Camille,"Chirurgie plastique, reconstructrice et esthétique ;",19/10/2023,PLASTIRISQ,,75,920300787,Libéral
10004420260,PACHET,Corinne,"Chirurgie plastique, reconstructrice et esthétique ;",29/12/2020,PLASTIRISQ,,75,750300915,Libéral
10100988111,PACHEV,Atanas,Radiologie et Imagerie médicale;,23/11/2023,ODPC-RIM,ODPC-RIM-84,75,750100075,Salarié
10100455624,PACINI,Filippo maria,Chirurgie viscérale et digestive ;,15/12/2022,FCVD,,75,750300360,Libéral
10101549029,PACLOT,Julien,Chirurgie orthopédique et traumatologie ;,23/11/2023,ORTHORISQ,,44,440041580,Libéral
10100553428,PADIOLLEAU,Giovany,Chirurgie orthopédique et traumatologie ;,23/06/2022,ORTHORISQ,,44,440033819,Libéral
10100098093,PAGE,Mathieu,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-3,01,010780195,Libéral
10100077550,PAGE,Olivier,Chirurgie vasculaire ;,28/04/2022,VASCURISQ,,24,240000190,Libéral et salarié
10100077550,PAGE,Olivier,Chirurgie vasculaire ;,28/04/2022,VASCURISQ,,24,240000489,Libéral et salarié
10100077550,PAGE,Olivier,Chirurgie vasculaire ;,28/04/2022,VASCURISQ,,24,460000102,Libéral et salarié
10003111654,PAGES,Arnaud,Chirurgie urologique ;,27/05/2021,AFU,,07,070780424,Libéral
10003111654,PAGES,Arnaud,Chirurgie urologique ;,27/05/2021,AFU,,07,260006267,Libéral
10000879881,PAGES,Didier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",18/02/2021,GYNERISQ,,91,910300029,Libéral
10100957447,PAGES,Laure,Chirurgie orthopédique et traumatologie ;,13/10/2022,ORTHORISQ,,75,750300857,Libéral
10100957447,PAGES,Laure,Chirurgie orthopédique et traumatologie ;,13/10/2022,ORTHORISQ,,75,950300277,Libéral
10004430459,PAGÈS,Olivier,Chirurgie thoracique et cardio-vasculaire ;,29/12/2021,SFCTCV,,31,310781000,Libéral
10100121697,PAGES BOUIC,Emmanuelle,Radiologie et Imagerie médicale;,15/02/2024,ODPC-RIM,ODPC-RIM-18,34,340019603,Salarié
10100212207,PAGES DUPEYROUX,Marion,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,22/10/2020,CFAR,CFAR-35,69,690000195,Libéral
10100212207,PAGES DUPEYROUX,Marion,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,22/10/2020,CFAR,CFAR-35,69,690780226,Libéral
10101139359,PAGLIARDINI,Paola,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,28/03/2024,CFAR,,15,150000032,Salarié
10100556462,PAGNIEZ,Julien,Radiologie et Imagerie médicale;,15/02/2024,ODPC-RIM,ODPC-RIM-71,59,590787586,Salarié
10100171866,PAGNOUX,Gaele,Radiologie et Imagerie médicale;,15/12/2022,ODPC-RIM,ODPC-RIM-63,69,690783154,Salarié
10001592798,PAILLARD,Philippe,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,75,750300121,Libéral
10001592798,PAILLARD,Philippe,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,75,750300766,Libéral
10001592798,PAILLARD,Philippe,Chirurgie orthopédique et traumatologie ;,28/03/2024,ORTHORISQ,,75,750300915,Libéral
10002859956,PAILLE,Pierre,Radiologie et Imagerie médicale;,23/06/2022,ODPC-RIM,ODPC-RIM-53,31,310780150,Libéral
10004417183,PAILLOCHER,Nicolas,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",19/01/2023,GYNERISQ,,49,490014909,Libéral
10003124632,PAILLOT,Jean-luc,Chirurgie orthopédique et traumatologie ;,18/01/2024,ORTHORISQ,,73,730780459,Libéral
10100397487,PAILLOT,Jonathan,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,21/12/2023,CFAR,CFAR-109,25,250000270,Libéral
10002820735,PAIN,Frédéric,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,33,330782582,Libéral
10002820735,PAIN,Frédéric,Chirurgie orthopédique et traumatologie ;,23/09/2021,ORTHORISQ,,33,470000431,Libéral
10100991438,PAISANT,Anita,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,ODPC-RIM-44,49,490000031,Salarié
10002575909,PAISANT-THOUVENY,Francine,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,ODPC-RIM-44,49,490000049,Libéral et salarié
10004432927,PAJOT,Sophie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/07/2024,CFAR,CFAR-126,44,440033819,Libéral
10101095098,PALAMARA,Corinne,Chirurgie urologique ;,28/04/2022,AFU,AFU-09,33,330780115,Libéral
10101095098,PALAMARA,Corinne,Chirurgie urologique ;,28/04/2022,AFU,AFU-09,33,330780511,Libéral
10101095098,PALAMARA,Corinne,Chirurgie urologique ;,28/04/2022,AFU,AFU-09,33,330781402,Libéral
10100313450,PALAZZO,Maxime,Gastro-entérologie (activité interventionnelle) ;,28/03/2024,CEFA-HGE,CEFA-HGE-8,13,130043664,Libéral
10100265858,PALCAU,Laura,Chirurgie vasculaire ;,24/09/2020,VASCURISQ,,14,140003146,Libéral
10100038867,PALLANCHER,Stephanie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,13/10/2022,CFAR,CFAR-72,30,300788486,Libéral
10005232995,PALLARO,Julien,Chirurgie orthopédique et traumatologie ;,01/04/2021,ORTHORISQ,,33,330780503,Libéral
10100985349,PALLUY,Jean-baptiste,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,15/02/2024,CFAR,,42,420011413,Libéral
10100711422,PALMERO,Xavier,Chirurgie urologique ;,21/12/2023,AFU,AFU-68,25,250011848,Libéral
10000713429,PALOMBI,Tonino,Chirurgie vasculaire ;,06/05/2021,VASCURISQ,,93,930300645,Libéral
10001636785,PAMBOUKDJIAN,Marc,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,18/01/2024,CFAR,CFAR-103,72,720000199,Libéral
10100819316,PAMELA,Adrien,Chirurgie urologique ;,01/07/2021,AFU,AFU-20,29,290000025,Libéral et salarié
10100819316,PAMELA,Adrien,Chirurgie urologique ;,01/07/2021,AFU,AFU-20,29,290000181,Libéral et salarié
10004416680,PANDEIRADA,Christophe,Chirurgie orthopédique et traumatologie ;,22/10/2020,ORTHORISQ,,33,330780255,Libéral
10000527001,PANIS,Yves,Chirurgie viscérale et digestive ;,19/10/2023,FCVD,,92,920300753,Libéral
10003342036,PANUEL,Michel,Radiologie et Imagerie médicale;,31/03/2022,ODPC-RIM,,13,130780521,Salarié
10100599355,PAPALEO,Domenico,Chirurgie viscérale et digestive ;,06/06/2024,FCVD,,91,910020254,Libéral et salarié
10100599355,PAPALEO,Domenico,Chirurgie viscérale et digestive ;,06/06/2024,FCVD,,91,910805357,Libéral et salarié
10001433084,PAPALIA,Igor,"Chirurgie plastique, reconstructrice et esthétique ;",19/01/2023,PLASTIRISQ,,69,690000021,Libéral et salarié
10001433084,PAPALIA,Igor,"Chirurgie plastique, reconstructrice et esthétique ;",19/01/2023,PLASTIRISQ,,69,690780663,Libéral et salarié
10005181358,PAPE,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,29,290004142,Libéral
10005181358,PAPE,Olivier,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",21/12/2023,GYNERISQ,,29,290019777,Libéral
10003107801,PAPILLON,Emmanuel,Gastro-entérologie (activité interventionnelle) ;,28/03/2024,CEFA-HGE,CEFA-HGE-10,38,380785956,Libéral
10101414414,PAPIN,Pierre-emmanuel,Chirurgie orthopédique et traumatologie ;,12/09/2024,ORTHORISQ,,49,490015906,Libéral
10001414506,PAQUERON,Xavier,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,01/07/2021,CFAR,,16,160013207,Libéral
10100087021,PAQUET,Yann,Chirurgie vasculaire ;,28/04/2022,VASCURISQ,,69,690805361,Salarié
10003289831,PAQUIS,Philippe,Neurochirurgie ;,17/11/2022,Collège de Neurochirurgie,,06,060785003,Libéral et salarié
10002825973,PARAVIS,Pascal,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",17/11/2022,GYNERISQ,,33,330000340,Salarié
10003703898,PARC,Yann,Chirurgie viscérale et digestive ;,27/05/2021,FCVD,,75,750100091,Libéral et salarié
10000618727,PARDIES,Philippe,Chirurgie viscérale et digestive ;,03/02/2022,FCVD,,19,190000224,Libéral
10101771797,PARE,Helene,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",29/12/2020,GYNERISQ,GYNERISQ-16,56,560000135,Salarié
10003125324,PARENT,Sebastien,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,23/11/2023,CFAR,CFAR-88,69,690041124,Libéral
10002354560,PARENT,Sophie,Chirurgie viscérale et digestive ;,21/10/2021,FCVD,,79,790009948,Libéral
10100397594,PARIENTE,Julie,"Gynécologie-obstétrique, Gynécologie médicale et gynécologie-obstétrique ; Activités d'obstétrique ;",26/11/2020,GYNERISQ,,75,750300592,Salarié
10100399020,PARIES,Marie,Anesthésie-réanimation ; Activité de réanimation ; Activité de soins intensifs ;,01/07/2021,CFAR,CFAR-49,75,750300121,Libéral
10100221331,PARIETTI,Eric,Chirurgie thoracique et cardio-vasculaire ;,23/06/2022,SFCTCV,SFCTCV-06,13,130000409,Salarié
